erp_key,bronze,schema,table,domain,dimensional_role,snowflake_candidate,fk_degree,pk_columns,row_count_afya,row_count_allos,populated_clients,silver_table,silver_domain,silver_implemented,grain
dbo.EffectivenessEvaluation,dbo__EffectivenessEvaluation,dbo,EffectivenessEvaluation,avaliacao,DEFER,,0,Id,0,0,none,effectiveness_evaluation,avaliacao,yes,
dbo.EligibleDiscretionary,dbo__EligibleDiscretionary,dbo,EligibleDiscretionary,remuneracao,FACT,FACT_ELIGIBLE_DISCRETIONARY,0,Id,4101,3,both,eligible_discretionary,remuneracao,yes,
dbo.EmployeeAccessGroup,dbo__EmployeeAccessGroup,dbo,EmployeeAccessGroup,colaborador,FACT,FACT_EMPLOYEE_ACCESS_GROUP,0,Id,144,5496,both,employee_access_group,colaborador,yes,
dbo.EmployeeAnalyticResult,dbo__EmployeeAnalyticResult,dbo,EmployeeAnalyticResult,remuneracao,FACT,FACT_EMPLOYEE_ANALYTIC_RESULT,0,Id,4090,10254,both,employee_analytic_result,remuneracao,yes,
dbo.EmployeeBranch,dbo__EmployeeBranch,dbo,EmployeeBranch,colaborador,DIM,DIM_EMPLOYEE_BRANCH,0,Id,184,94,both,employee_branch,colaborador,yes,
dbo.EmployeeGuest,dbo__EmployeeGuest,dbo,EmployeeGuest,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.EmployeeModifierMonthlyGoal,dbo__EmployeeModifierMonthlyGoal,dbo,EmployeeModifierMonthlyGoal,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.EmployeeModifierMonthlyValue,dbo__EmployeeModifierMonthlyValue,dbo,EmployeeModifierMonthlyValue,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.EmployeeModifierValue,dbo__EmployeeModifierValue,dbo,EmployeeModifierValue,colaborador,FACT,FACT_EMPLOYEE_MODIFIER_VALUE,0,Id,2052,5019,both,employee_modifier_value,colaborador,yes,
dbo.EvaluationCycleInstance,dbo__EvaluationCycleInstance,dbo,EvaluationCycleInstance,avaliacao,DIM,DIM_EVALUATION_CYCLE_INSTANCE,0,Id,453,0,afya,evaluation_cycle_instance,avaliacao,yes,
dbo.EvaluationCycleInstanceParticipant,dbo__EvaluationCycleInstanceParticipant,dbo,EvaluationCycleInstanceParticipant,avaliacao,FACT,FACT_EVALUATION_CYCLE_INSTANCE_PARTICIPANT,0,Id,14997,0,afya,evaluation_cycle_instance_participant,avaliacao,yes,
dbo.EvaluationCycleQuadrant,dbo__EvaluationCycleQuadrant,dbo,EvaluationCycleQuadrant,avaliacao,DIM,DIM_EVALUATION_CYCLE_QUADRANT,0,Id,111,0,afya,evaluation_cycle_quadrant,avaliacao,yes,
dbo.EvaluationCycleQuadrantPersonalization,dbo__EvaluationCycleQuadrantPersonalization,dbo,EvaluationCycleQuadrantPersonalization,avaliacao,DEFER,,0,Id,0,0,none,evaluation_cycle_quadrant_personalization,avaliacao,yes,
dbo.EvaluationDiscretionary,dbo__EvaluationDiscretionary,dbo,EvaluationDiscretionary,colaborador,FACT,FACT_EVALUATION_DISCRETIONARY,0,Id,4030,3,both,evaluation_discretionary,colaborador,yes,
dbo.ExtractControl,dbo__ExtractControl,dbo,ExtractControl,metricas,DEFER,,0,Id,0,0,none,extract_control,metricas,yes,
dbo.ExtractEmployeeOptions,dbo__ExtractEmployeeOptions,dbo,ExtractEmployeeOptions,remuneracao,DEFER,,0,Id,0,0,none,extract_employee_options,remuneracao,yes,
dbo.ExtractMigration,dbo__ExtractMigration,dbo,ExtractMigration,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.FAIXA_CLASSIFICACAO,dbo__FAIXA_CLASSIFICACAO,dbo,FAIXA_CLASSIFICACAO,metricas,DEFER,,0,ID,0,0,none,faixa_classificacao,metricas,yes,
dbo.FAIXA_CLASSIFICACAO_PERFORMANCE,dbo__FAIXA_CLASSIFICACAO_PERFORMANCE,dbo,FAIXA_CLASSIFICACAO_PERFORMANCE,metricas,DEFER,,0,ID,0,0,none,faixa_classificacao_performance,metricas,yes,
dbo.FAIXA_FAROL,dbo__FAIXA_FAROL,dbo,FAIXA_FAROL,metricas,DIM,DIM_FAIXA_FAROL,0,ID,2,2,both,faixa_farol,metricas,yes,
dbo.FAIXA_FAROL_ITEM,dbo__FAIXA_FAROL_ITEM,dbo,FAIXA_FAROL_ITEM,metricas,BRIDGE,BRG_FAIXA_FAROL_ITEM,0,ID,7,6,both,faixa_farol_item,metricas,yes,
dbo.FAROL,dbo__FAROL,dbo,FAROL,metricas,DIM,DIM_FAROL,0,ID,8,8,both,farol,metricas,yes,
dbo.FEEDBACK_CONTINUO,dbo__FEEDBACK_CONTINUO,dbo,FEEDBACK_CONTINUO,avaliacao,DIM,DIM_FEEDBACK_CONTINUO,0,Id,321,14,both,feedback_continuo,avaliacao,yes,
dbo.FILIAL,dbo__FILIAL,dbo,FILIAL,organizacao,DIM,DIM_FILIAL,0,ID,85,94,both,filial,organizacao,yes,
dbo.FORMULARIO,dbo__FORMULARIO,dbo,FORMULARIO,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.FORMULARIO_AVALIACAO_ABA,dbo__FORMULARIO_AVALIACAO_ABA,dbo,FORMULARIO_AVALIACAO_ABA,avaliacao,DEFER,,0,ID,0,0,none,formulario_avaliacao_aba,avaliacao,yes,
dbo.FORMULARIO_AVALIACAO_ABA_ITEM,dbo__FORMULARIO_AVALIACAO_ABA_ITEM,dbo,FORMULARIO_AVALIACAO_ABA_ITEM,avaliacao,DEFER,,0,ID,0,0,none,formulario_avaliacao_aba_item,avaliacao,yes,
dbo.FORMULARIO_AVALIACAO_SUCESSAO,dbo__FORMULARIO_AVALIACAO_SUCESSAO,dbo,FORMULARIO_AVALIACAO_SUCESSAO,sucessao,DEFER,,0,ID,0,0,none,formulario_avaliacao_sucessao,sucessao,yes,
dbo.FORMULARIO_FEEDBACK_ABA,dbo__FORMULARIO_FEEDBACK_ABA,dbo,FORMULARIO_FEEDBACK_ABA,avaliacao,DIM,DIM_FORMULARIO_FEEDBACK_ABA,0,ID,0,23,allos,formulario_feedback_aba,avaliacao,yes,
dbo.FORMULARIO_FEEDBACK_ABA_ITEM,dbo__FORMULARIO_FEEDBACK_ABA_ITEM,dbo,FORMULARIO_FEEDBACK_ABA_ITEM,avaliacao,BRIDGE,BRG_FORMULARIO_FEEDBACK_ABA_ITEM,0,ID,0,23,allos,formulario_feedback_aba_item,avaliacao,yes,
dbo.FORUM_CALIBRAGEM_SUCESSAO,dbo__FORUM_CALIBRAGEM_SUCESSAO,dbo,FORUM_CALIBRAGEM_SUCESSAO,sucessao,DIM,DIM_FORUM_CALIBRAGEM_SUCESSAO,0,ID,1,0,afya,forum_calibragem_sucessao,sucessao,yes,
dbo.FORUM_PARTICIPANTE_SUCESSAO,dbo__FORUM_PARTICIPANTE_SUCESSAO,dbo,FORUM_PARTICIPANTE_SUCESSAO,colaborador,BRIDGE,BRG_FORUM_PARTICIPANTE_SUCESSAO,0,ID,1,0,afya,forum_participante_sucessao,colaborador,yes,
dbo.FORUM_QUADRANTE_SUCESSAO_MODELO,dbo__FORUM_QUADRANTE_SUCESSAO_MODELO,dbo,FORUM_QUADRANTE_SUCESSAO_MODELO,sucessao,DIM,DIM_FORUM_QUADRANTE_SUCESSAO_MODELO,0,ID,9,0,afya,forum_quadrante_sucessao_modelo,sucessao,yes,
dbo.FREQUENCIA_ACOMP,dbo__FREQUENCIA_ACOMP,dbo,FREQUENCIA_ACOMP,metricas,DIM,DIM_FREQUENCIA_ACOMP,0,ID,9,9,both,frequencia_acomp,metricas,yes,
dbo.FREQUENCIA_VISUALIZACAO,dbo__FREQUENCIA_VISUALIZACAO,dbo,FREQUENCIA_VISUALIZACAO,metricas,DIM,DIM_FREQUENCIA_VISUALIZACAO,0,ID,13,13,both,frequencia_visualizacao,metricas,yes,
dbo.FUNCAO_AREA,dbo__FUNCAO_AREA,dbo,FUNCAO_AREA,organizacao,DEFER,,0,ID,0,0,none,funcao_area,organizacao,yes,
dbo.FUNCAO_CARGO,dbo__FUNCAO_CARGO,dbo,FUNCAO_CARGO,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.FUNCAO_FORUM_SUCESSAO,dbo__FUNCAO_FORUM_SUCESSAO,dbo,FUNCAO_FORUM_SUCESSAO,sucessao,DEFER,,0,ID,0,0,none,funcao_forum_sucessao,sucessao,yes,
dbo.FUNCAO_IMPACTO_SUCESSAO,dbo__FUNCAO_IMPACTO_SUCESSAO,dbo,FUNCAO_IMPACTO_SUCESSAO,sucessao,DEFER,,0,ID,0,0,none,funcao_impacto_sucessao,sucessao,yes,
dbo.FUNCAO_POTENCIAL_SUCESSAO,dbo__FUNCAO_POTENCIAL_SUCESSAO,dbo,FUNCAO_POTENCIAL_SUCESSAO,sucessao,DEFER,,0,ID,0,0,none,funcao_potencial_sucessao,sucessao,yes,
dbo.FUNCAO_RISCO_SUCESSAO,dbo__FUNCAO_RISCO_SUCESSAO,dbo,FUNCAO_RISCO_SUCESSAO,sucessao,DEFER,,0,ID,0,0,none,funcao_risco_sucessao,sucessao,yes,
dbo.FUNCAO_SUCESSAO,dbo__FUNCAO_SUCESSAO,dbo,FUNCAO_SUCESSAO,sucessao,DEFER,,0,ID,0,0,none,funcao_sucessao,sucessao,yes,
dbo.FUNCIONALIDADE,dbo__FUNCIONALIDADE,dbo,FUNCIONALIDADE,plataforma,EXCLUDE,,0,ID,236,236,both,,,no,
dbo.FactorTriggerConfiguration,dbo__FactorTriggerConfiguration,dbo,FactorTriggerConfiguration,metricas,DIM,DIM_FACTOR_TRIGGER_CONFIGURATION,0,Id,0,25,allos,factor_trigger_configuration,metricas,yes,
dbo.FeedbackHistory,dbo__FeedbackHistory,dbo,FeedbackHistory,avaliacao,DIM,DIM_FEEDBACK_HISTORY,0,Id,7,0,afya,feedback_history,avaliacao,yes,
dbo.FeedbackParticipant,dbo__FeedbackParticipant,dbo,FeedbackParticipant,avaliacao,DIM,DIM_FEEDBACK_PARTICIPANT,0,Id,332,16,both,feedback_participant,avaliacao,yes,
dbo.FilePermission,dbo__FilePermission,dbo,FilePermission,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.ForumSyncLog,dbo__ForumSyncLog,dbo,ForumSyncLog,colaborador,DEFER,,0,Id,0,0,none,forum_sync_log,colaborador,yes,
dbo.GESTOR_MARCADOR_ACAO,dbo__GESTOR_MARCADOR_ACAO,dbo,GESTOR_MARCADOR_ACAO,acao,DEFER,,0,ID,0,0,none,gestor_marcador_acao,acao,yes,
dbo.GRANDEZA,dbo__GRANDEZA,dbo,GRANDEZA,referencia,REF,REF_GRANDEZA,0,ID,6,6,both,grandeza,referencia,yes,
dbo.GRUPO_CARGO,dbo__GRUPO_CARGO,dbo,GRUPO_CARGO,organizacao,DIM,DIM_GRUPO_CARGO,0,ID,168,1,both,grupo_cargo,organizacao,yes,
dbo.GRUPO_CARGO_AVALIACAO,dbo__GRUPO_CARGO_AVALIACAO,dbo,GRUPO_CARGO_AVALIACAO,avaliacao,DEFER,,0,ID,0,0,none,grupo_cargo_avaliacao,avaliacao,yes,
dbo.GRUPO_FUNCIONALIDADE,dbo__GRUPO_FUNCIONALIDADE,dbo,GRUPO_FUNCIONALIDADE,organizacao,DIM,DIM_GRUPO_FUNCIONALIDADE,0,ID,73,73,both,grupo_funcionalidade,organizacao,yes,
dbo.GRUPO_INDICADOR,dbo__GRUPO_INDICADOR,dbo,GRUPO_INDICADOR,referencia,DEFER,,0,ID,0,0,none,grupo_indicador,referencia,yes,
dbo.GRUPO_INDICADOR_ASSOCIADO,dbo__GRUPO_INDICADOR_ASSOCIADO,dbo,GRUPO_INDICADOR_ASSOCIADO,metricas,DEFER,,0,ID,0,0,none,grupo_indicador_associado,metricas,yes,
dbo.GRUPO_INDICADOR_ASSOCIADO_BOOK,dbo__GRUPO_INDICADOR_ASSOCIADO_BOOK,dbo,GRUPO_INDICADOR_ASSOCIADO_BOOK,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.GRUPO_INDICADOR_BOOK,dbo__GRUPO_INDICADOR_BOOK,dbo,GRUPO_INDICADOR_BOOK,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.GRUPO_PAGTO,dbo__GRUPO_PAGTO,dbo,GRUPO_PAGTO,metricas,DIM,DIM_GRUPO_PAGTO,0,ID,5,126,both,grupo_pagto,metricas,yes,
dbo.GRUPO_USUARIO,dbo__GRUPO_USUARIO,dbo,GRUPO_USUARIO,organizacao,DIM,DIM_GRUPO_USUARIO,0,ID,14,7,both,grupo_usuario,organizacao,yes,
dbo.Goal,dbo__Goal,dbo,Goal,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.GoalAttachment,dbo__GoalAttachment,dbo,GoalAttachment,colaborador,FACT,FACT_GOAL_ATTACHMENT,0,Id,170,1518,both,goal_attachment,colaborador,yes,
dbo.GoalAudit,dbo__GoalAudit,dbo,GoalAudit,organizacao,DEFER,,0,Id,0,0,none,goal_audit,organizacao,yes,
dbo.GoalAuditHistory,dbo__GoalAuditHistory,dbo,GoalAuditHistory,colaborador,DEFER,,0,Id,0,0,none,goal_audit_history,colaborador,yes,
dbo.GoalBookAttachment,dbo__GoalBookAttachment,dbo,GoalBookAttachment,colaborador,DEFER,,0,Id,0,0,none,goal_book_attachment,colaborador,yes,
dbo.GoalCache,dbo__GoalCache,dbo,GoalCache,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.GoalCacheQueue,dbo__GoalCacheQueue,dbo,GoalCacheQueue,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.GoalDiscussion,dbo__GoalDiscussion,dbo,GoalDiscussion,colaborador,DIM,DIM_GOAL_DISCUSSION,0,Id,16,119,both,goal_discussion,colaborador,yes,
dbo.GoalObservation,dbo__GoalObservation,dbo,GoalObservation,metricas,DEFER,,0,Id,0,0,none,goal_observation,metricas,yes,
dbo.GoalPendencyValueImport,dbo__GoalPendencyValueImport,dbo,GoalPendencyValueImport,metricas,DIM,DIM_GOAL_PENDENCY_VALUE_IMPORT,0,,84,0,afya,goal_pendency_value_import,metricas,yes,
dbo.GoalResponsible,dbo__GoalResponsible,dbo,GoalResponsible,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.GoalValue,dbo__GoalValue,dbo,GoalValue,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.GoalWorkflow,dbo__GoalWorkflow,dbo,GoalWorkflow,metricas,DIM,DIM_GOAL_WORKFLOW,0,ID,5,6,both,goal_workflow,metricas,yes,
dbo.GoalWorkflowAreaEmployeeApprover,dbo__GoalWorkflowAreaEmployeeApprover,dbo,GoalWorkflowAreaEmployeeApprover,organizacao,DEFER,,0,Id,0,0,none,goal_workflow_area_employee_approver,organizacao,yes,
dbo.GoalWorkflowCustomStep,dbo__GoalWorkflowCustomStep,dbo,GoalWorkflowCustomStep,metricas,DIM,DIM_GOAL_WORKFLOW_CUSTOM_STEP,0,Id,0,2,allos,goal_workflow_custom_step,metricas,yes,
dbo.GoalWorkflowStep,dbo__GoalWorkflowStep,dbo,GoalWorkflowStep,metricas,DIM,DIM_GOAL_WORKFLOW_STEP,0,Id,6,12,both,goal_workflow_step,metricas,yes,
dbo.GroupJobAccessGroup,dbo__GroupJobAccessGroup,dbo,GroupJobAccessGroup,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.GroupOfEmployees,dbo__GroupOfEmployees,dbo,GroupOfEmployees,colaborador,DEFER,,0,Id,0,0,none,group_of_employees,colaborador,yes,
dbo.GroupOfEmployeesParticipants,dbo__GroupOfEmployeesParticipants,dbo,GroupOfEmployeesParticipants,colaborador,DEFER,,0,GroupOfEmployees_Id|Employee_Id,0,0,none,group_of_employees_participants,colaborador,yes,
dbo.HISTORICO_CARGO,dbo__HISTORICO_CARGO,dbo,HISTORICO_CARGO,colaborador,FACT,FACT_HISTORICO_CARGO,0,ID,2149,9891,both,historico_cargo,colaborador,yes,
dbo.HISTORICO_COLABORADOR_AREA,dbo__HISTORICO_COLABORADOR_AREA,dbo,HISTORICO_COLABORADOR_AREA,colaborador,BRIDGE,BRG_HISTORICO_AREA,0,ID,14821,5937,both,historico_area,colaborador,yes,
dbo.HISTORICO_COLABORADOR_CARGO,dbo__HISTORICO_COLABORADOR_CARGO,dbo,HISTORICO_COLABORADOR_CARGO,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.HISTORICO_PDI,dbo__HISTORICO_PDI,dbo,HISTORICO_PDI,pdi,DEFER,,0,ID,0,0,none,historico_pdi,pdi,yes,
dbo.HISTORICO_PERC_REALIZADO,dbo__HISTORICO_PERC_REALIZADO,dbo,HISTORICO_PERC_REALIZADO,acao,FACT,FACT_HISTORICO_PERC_REALIZADO,0,ID,1,0,afya,historico_perc_realizado,acao,yes,
dbo.HISTORICO_WORKFLOW_ACAO,dbo__HISTORICO_WORKFLOW_ACAO,dbo,HISTORICO_WORKFLOW_ACAO,acao,FACT,FACT_HISTORICO_WORKFLOW_ACAO,0,ID,814,29,both,historico_workflow_acao,acao,yes,
dbo.HistorySection,dbo__HistorySection,dbo,HistorySection,organizacao,FACT,FACT_HISTORY_SECTION,0,Id,4090,10607,both,history_section,organizacao,yes,
dbo.Hobbies,dbo__Hobbies,dbo,Hobbies,colaborador,DIM,DIM_HOBBIES,0,Id,256,110,both,hobbies,colaborador,yes,
dbo.IDIOMA,dbo__IDIOMA,dbo,IDIOMA,referencia,REF,REF_IDIOMA,0,ID,12,12,both,idioma,referencia,yes,
dbo.IMPACTO,dbo__IMPACTO,dbo,IMPACTO,sucessao,DEFER,,0,ID,0,0,none,impacto,sucessao,yes,
dbo.IMP_ACAO,dbo__IMP_ACAO,dbo,IMP_ACAO,import,EXCLUDE,,0,,4467,0,afya,,,no,
dbo.IMP_AREA,dbo__IMP_AREA,dbo,IMP_AREA,import,EXCLUDE,,0,,50000,2252,both,,,no,
dbo.IMP_CALCULO_MANUAL_PERFORMANCE,dbo__IMP_CALCULO_MANUAL_PERFORMANCE,dbo,IMP_CALCULO_MANUAL_PERFORMANCE,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.IMP_CARGO,dbo__IMP_CARGO,dbo,IMP_CARGO,import,EXCLUDE,,0,,50000,20,both,,,no,
dbo.IMP_CAUSA,dbo__IMP_CAUSA,dbo,IMP_CAUSA,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.IMP_COLABORADOR,dbo__IMP_COLABORADOR,dbo,IMP_COLABORADOR,import,EXCLUDE,,0,,50000,29952,both,,,no,
dbo.IMP_COLABORADOR_FUNCAO,dbo__IMP_COLABORADOR_FUNCAO,dbo,IMP_COLABORADOR_FUNCAO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.IMP_COTACAO_MOEDA,dbo__IMP_COTACAO_MOEDA,dbo,IMP_COTACAO_MOEDA,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.IMP_EMPLOYEEMODIFIERVALUE,dbo__IMP_EMPLOYEEMODIFIERVALUE,dbo,IMP_EMPLOYEEMODIFIERVALUE,import,EXCLUDE,,0,,30470,10443,both,,,no,
dbo.IMP_EMPLOYEE_ACCESS_GROUP,dbo__IMP_EMPLOYEE_ACCESS_GROUP,dbo,IMP_EMPLOYEE_ACCESS_GROUP,import,EXCLUDE,,0,,0,6745,allos,,,no,
dbo.IMP_EXPRESSAO_CALCULO_META,dbo__IMP_EXPRESSAO_CALCULO_META,dbo,IMP_EXPRESSAO_CALCULO_META,import,EXCLUDE,,0,,4947,1857,both,,,no,
dbo.IMP_FORECAST,dbo__IMP_FORECAST,dbo,IMP_FORECAST,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.IMP_HISTORICO_AREA,dbo__IMP_HISTORICO_AREA,dbo,IMP_HISTORICO_AREA,import,EXCLUDE,,0,,15433,31814,both,,,no,
dbo.IMP_HISTORICO_CARGO,dbo__IMP_HISTORICO_CARGO,dbo,IMP_HISTORICO_CARGO,import,EXCLUDE,,0,,44644,23342,both,,,no,
dbo.IMP_INDICADOR,dbo__IMP_INDICADOR,dbo,IMP_INDICADOR,import,EXCLUDE,,0,,35,0,afya,,,no,
dbo.IMP_JOB_POSITION_LEVEL,dbo__IMP_JOB_POSITION_LEVEL,dbo,IMP_JOB_POSITION_LEVEL,import,EXCLUDE,,0,,50000,0,afya,,,no,
dbo.IMP_LEVEL,dbo__IMP_LEVEL,dbo,IMP_LEVEL,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.IMP_LIDER_AVALIADO,dbo__IMP_LIDER_AVALIADO,dbo,IMP_LIDER_AVALIADO,unclassified,EXCLUDE,,0,,0,0,none,,,no,
dbo.IMP_MARCADOR_ACAO_ITEM,dbo__IMP_MARCADOR_ACAO_ITEM,dbo,IMP_MARCADOR_ACAO_ITEM,import,EXCLUDE,,0,,2959,50000,both,,,no,
dbo.IMP_META,dbo__IMP_META,dbo,IMP_META,import,EXCLUDE,,0,,50000,50000,both,,,no,
dbo.IMP_MUDA_RESPONSAVEL_AREA,dbo__IMP_MUDA_RESPONSAVEL_AREA,dbo,IMP_MUDA_RESPONSAVEL_AREA,import,EXCLUDE,,0,,551,0,afya,,,no,
dbo.IMP_NOTA_META,dbo__IMP_NOTA_META,dbo,IMP_NOTA_META,import,EXCLUDE,,0,,36347,50000,both,,,no,
dbo.IMP_PARTICIPANTE_RV,dbo__IMP_PARTICIPANTE_RV,dbo,IMP_PARTICIPANTE_RV,import,EXCLUDE,,0,,50000,26281,both,,,no,
dbo.IMP_PERFIL_AREA,dbo__IMP_PERFIL_AREA,dbo,IMP_PERFIL_AREA,import,EXCLUDE,,0,,274,12854,both,,,no,
dbo.IMP_RESPONSAVEL_AREA,dbo__IMP_RESPONSAVEL_AREA,dbo,IMP_RESPONSAVEL_AREA,import,EXCLUDE,,0,,11304,1558,both,,,no,
dbo.IMP_RESPONSAVEL_AREA_DEL,dbo__IMP_RESPONSAVEL_AREA_DEL,dbo,IMP_RESPONSAVEL_AREA_DEL,import,EXCLUDE,,0,,585,125,both,,,no,
dbo.IMP_UPPER_GOAL,dbo__IMP_UPPER_GOAL,dbo,IMP_UPPER_GOAL,import,EXCLUDE,,0,ID_LOG_IMP|ID_META_SUPERIOR|COD_META,92,3028,both,,,no,
dbo.IMP_VALOR_META,dbo__IMP_VALOR_META,dbo,IMP_VALOR_META,import,EXCLUDE,,0,,252,0,afya,,,no,
dbo.INDICADOR,dbo__INDICADOR,dbo,INDICADOR,metricas,DIM,DIM_INDICADOR,0,ID,46,336,both,indicador,metricas,yes,
dbo.INDICADOR_BOOK,dbo__INDICADOR_BOOK,dbo,INDICADOR_BOOK,referencia,DEFER,,0,ID,0,0,none,indicador_book,referencia,yes,
dbo.INDICADOR_TIPOMETA,dbo__INDICADOR_TIPOMETA,dbo,INDICADOR_TIPOMETA,metricas,DIM,DIM_INDICADOR_TIPOMETA,0,ID,1,2,both,indicador_tipometa,metricas,yes,
dbo.INDICADOR_TIPOMETA_BOOK,dbo__INDICADOR_TIPOMETA_BOOK,dbo,INDICADOR_TIPOMETA_BOOK,metricas,DEFER,,0,ID,0,0,none,indicador_tipometa_book,metricas,yes,
dbo.INFO_NOTA_META,dbo__INFO_NOTA_META,dbo,INFO_NOTA_META,metricas,FACT,FACT_INFO_NOTA_META,0,ID,3805,20054,both,info_nota_meta,metricas,yes,
dbo.INSTANCIA_CALIBRADOS,dbo__INSTANCIA_CALIBRADOS,dbo,INSTANCIA_CALIBRADOS,colaborador,DEFER,,0,ID,0,0,none,instancia_calibrados,colaborador,yes,
