erp_key,bronze,diff_type,rows_staging,rows_afya,rows_allos,staging_only_data
dbo.LOG_DATA_EXTRACT_ITEM,dbo__LOG_DATA_EXTRACT_ITEM,present_both,77,30,14,no
dbo.LOG_EMAIL,dbo__LOG_EMAIL,present_both,14940,38449,50000,no
dbo.LOG_EMAIL_ACAO_VENCER,dbo__LOG_EMAIL_ACAO_VENCER,present_both,21,0,0,yes
dbo.LOG_IMP,dbo__LOG_IMP,present_both,1362,1767,3984,no
dbo.LOG_IMP_ITEM,dbo__LOG_IMP_ITEM,present_both,10026,50000,50000,no
dbo.LOG_LOGIN,dbo__LOG_LOGIN,present_both,25007,50000,50000,no
dbo.LOG_TASK,dbo__LOG_TASK,present_both,138,0,0,yes
dbo.LOG_TASK_ITEM,dbo__LOG_TASK_ITEM,present_both,102,0,0,yes
dbo.LabelAction,dbo__LabelAction,present_both,2305,1175,0,no
dbo.LabelEmployee,dbo__LabelEmployee,present_both,11,0,0,yes
dbo.LabelGoal,dbo__LabelGoal,present_both,598,0,50000,no
dbo.LabelsTagTrainings,dbo__LabelsTagTrainings,present_both,56,0,0,yes
dbo.LanguageLevel,dbo__LanguageLevel,present_both,14,207,80,no
dbo.Locality,dbo__Locality,present_both,8,50,1,no
dbo.MAIL_CONFIG,dbo__MAIL_CONFIG,present_both,56,56,56,no
dbo.MARCADOR_ACAO,dbo__MARCADOR_ACAO,present_both,12,0,0,yes
dbo.MARCADOR_ACAO_ITEM,dbo__MARCADOR_ACAO_ITEM,present_both,2277,0,0,yes
dbo.MENU,dbo__MENU,present_both,175,168,168,no
dbo.META,dbo__META,present_both,10002,29484,50000,no
dbo.METABOOK,dbo__METABOOK,present_both,23,0,0,yes
dbo.META_DATA_EXTRACT,dbo__META_DATA_EXTRACT,present_both,264,0,0,yes
dbo.META_RELACIONADA,dbo__META_RELACIONADA,present_both,0,0,0,no
dbo.MULTIPLO_NOTA,dbo__MULTIPLO_NOTA,present_both,0,0,0,no
dbo.ManagementCycle,dbo__ManagementCycle,missing_table_in_staging,0,0,0,no
dbo.ManagerSuccession,dbo__ManagerSuccession,present_both,17,0,0,yes
dbo.Matriz,dbo__Matriz,present_both,4,0,0,yes
dbo.MembroDimensao,dbo__MembroDimensao,present_both,260,0,0,yes
dbo.Modifier,dbo__Modifier,present_both,53,45,281,no
dbo.ModifierItem,dbo__ModifierItem,present_both,32,135,0,no
dbo.Modules,dbo__Modules,present_both,11,11,11,no
dbo.MonthlyGoal,dbo__MonthlyGoal,present_both,48,0,0,yes
dbo.Motivations,dbo__Motivations,present_both,6,211,85,no
dbo.NINE_BOX,dbo__NINE_BOX,present_both,86,453,0,no
dbo.NINE_BOX_CALIBRADOS,dbo__NINE_BOX_CALIBRADOS,present_both,42,8218,0,no
dbo.NIVEL,dbo__NIVEL,present_both,44,54,126,no
dbo.NOTA,dbo__NOTA,present_both,4890,83,42,no
dbo.NOTA_BOOK,dbo__NOTA_BOOK,present_both,77,0,0,yes
dbo.NOTA_META,dbo__NOTA_META,present_both,3864,11761,50000,no
dbo.NOTA_META_BOOK,dbo__NOTA_META_BOOK,present_both,51,0,0,yes
dbo.NOTIFICACAO,dbo__NOTIFICACAO,present_both,89,72,77,no
dbo.NOTIFICACAO_FEEDBACK_CONTINUO,dbo__NOTIFICACAO_FEEDBACK_CONTINUO,present_both,619,10086,1609,no
dbo.NOTIFICACAO_LIDA,dbo__NOTIFICACAO_LIDA,present_both,3,0,10,no
dbo.NecessaryResourcesOfTraining,dbo__NecessaryResourcesOfTraining,present_both,59,0,0,yes
dbo.Need,dbo__Need,present_both,20,0,0,yes
dbo.NivelMembros,dbo__NivelMembros,present_both,189,0,0,yes
dbo.NormalizationCurvePoint,dbo__NormalizationCurvePoint,present_both,9,0,5,no
dbo.OPCAO_PULSE_FEEDBACK_CONTINUO,dbo__OPCAO_PULSE_FEEDBACK_CONTINUO,present_both,115,0,0,yes
dbo.OrganizationIdentity,dbo__OrganizationIdentity,present_both,5,0,0,yes
dbo.PARTICIPANTE_PULSE_FEEDBACK_CONTINUO,dbo__PARTICIPANTE_PULSE_FEEDBACK_CONTINUO,present_both,9011,0,0,yes
dbo.PARTICIPANTE_REUNIAO,dbo__PARTICIPANTE_REUNIAO,present_both,1494,0,0,yes
dbo.PARTICIPANTE_RV,dbo__PARTICIPANTE_RV,present_both,8773,45128,18269,no
dbo.PDF_EXPLICATIVO_AVALIACAO,dbo__PDF_EXPLICATIVO_AVALIACAO,present_both,0,0,0,no
dbo.PERFIL_AREA,dbo__PERFIL_AREA,present_both,25316,9714,12231,no
dbo.PERFIL_GRUPO_USUARIO,dbo__PERFIL_GRUPO_USUARIO,present_both,3510,3266,1638,no
dbo.PERFIL_USUARIO,dbo__PERFIL_USUARIO,present_both,30,44,0,no
dbo.PERIODO_APURACAO,dbo__PERIODO_APURACAO,present_both,24,5,4,no
dbo.PERIODO_AVALIACAO_PROJETO,dbo__PERIODO_AVALIACAO_PROJETO,present_both,2,0,0,yes
dbo.PERIODO_GESTAO,dbo__PERIODO_GESTAO,present_both,47,3,6,no
dbo.PERMISSAO_DASHBOARD,dbo__PERMISSAO_DASHBOARD,present_both,4,0,0,yes
dbo.PLANO_PESO_AVALIADOR,dbo__PLANO_PESO_AVALIADOR,present_both,0,0,0,no
dbo.PLUGIN_INFO,dbo__PLUGIN_INFO,present_both,3,3,3,no
dbo.POTENCIAL,dbo__POTENCIAL,present_both,178,0,0,yes
dbo.PRE_TRABALHO_AVALIADO_SUCESSAO,dbo__PRE_TRABALHO_AVALIADO_SUCESSAO,present_both,0,0,0,no
dbo.PROCESSO,dbo__PROCESSO,present_both,2,2,2,no
dbo.PROJETO_AVALIACAO,dbo__PROJETO_AVALIACAO,present_both,4,0,0,yes
dbo.PSW_COLABORADOR,dbo__PSW_COLABORADOR,present_both,813,12396,8307,no
dbo.PSW_COLABORADOR_ITEM,dbo__PSW_COLABORADOR_ITEM,present_both,1043,12390,8299,no
dbo.PULSE_FEEDBACK_CONTINUO,dbo__PULSE_FEEDBACK_CONTINUO,present_both,31,0,0,yes
dbo.ParticipantAdvancePayment,dbo__ParticipantAdvancePayment,present_both,18,0,0,yes
dbo.ParticipantAdvancePaymentDiscount,dbo__ParticipantAdvancePaymentDiscount,present_both,6,0,0,yes
dbo.ParticipantAggregatedAdvancePayment,dbo__ParticipantAggregatedAdvancePayment,present_both,12,0,0,yes
dbo.ParticipantAggregatedAdvancePaymentDiscount,dbo__ParticipantAggregatedAdvancePaymentDiscount,present_both,0,0,0,no
dbo.ParticipantAggregatedExtract,dbo__ParticipantAggregatedExtract,present_both,3004,49080,50000,no
dbo.ParticipantExtract,dbo__ParticipantExtract,present_both,220,49080,50000,no
dbo.ParticipantExtractControl,dbo__ParticipantExtractControl,present_both,64,0,10602,no
dbo.PermissaoFinanceira,dbo__PermissaoFinanceira,present_both,2706,0,0,yes
dbo.PersonalCharacteristics,dbo__PersonalCharacteristics,present_both,4,229,87,no
dbo.Perspective,dbo__Perspective,present_both,5,0,0,yes
dbo.Pool,dbo__Pool,present_both,7,0,4,no
dbo.PresentationFavoriteSlide,dbo__PresentationFavoriteSlide,present_both,2,0,1,no
dbo.PresentationTemplate,dbo__PresentationTemplate,present_both,39,0,9,no
dbo.PresentationTemplateHistory,dbo__PresentationTemplateHistory,present_both,93,0,17,no
dbo.PresentationTemplateShare,dbo__PresentationTemplateShare,present_both,42,0,11,no
dbo.PresentationTemplateSlide,dbo__PresentationTemplateSlide,present_both,79,0,12,no
dbo.PresentationTemplateVersion,dbo__PresentationTemplateVersion,present_both,53,0,9,no
dbo.ProfessionalExperience,dbo__ProfessionalExperience,present_both,6,173,63,no
dbo.ProfileEditPermission,dbo__ProfileEditPermission,present_both,9,9,5,no
dbo.QUICK_MEETING,dbo__QUICK_MEETING,present_both,114,0,0,yes
dbo.QualificationCenterConfig,dbo__QualificationCenterConfig,present_both,22,0,0,yes
dbo.QualificationManager,dbo__QualificationManager,present_both,183,0,0,yes
dbo.QualificationManagersSubordinates,dbo__QualificationManagersSubordinates,present_both,447,0,0,yes
dbo.Question,dbo__Question,present_both,12,0,0,yes
dbo.QuestionsEffectivenessEvaluations,dbo__QuestionsEffectivenessEvaluations,present_both,90,0,0,yes
dbo.QuestionsReactionEvaluations,dbo__QuestionsReactionEvaluations,present_both,147,0,0,yes
dbo.RECURRING_JOB,dbo__RECURRING_JOB,present_both,17,17,17,no
dbo.RECURRING_JOB_LOG,dbo__RECURRING_JOB_LOG,present_both,0,0,0,no
dbo.REFERENCIA_CAUSA,dbo__REFERENCIA_CAUSA,present_both,0,0,0,no
dbo.REFERENCIA_CONTRAMEDIDA,dbo__REFERENCIA_CONTRAMEDIDA,present_both,11,0,0,yes
dbo.RESPOSTA_AVALIACAO_SUCESSAO,dbo__RESPOSTA_AVALIACAO_SUCESSAO,present_both,286,0,0,yes
dbo.RESPOSTA_COMENTARIO,dbo__RESPOSTA_COMENTARIO,present_both,0,0,0,no
dbo.RESPOSTA_COMPORTAMENTO,dbo__RESPOSTA_COMPORTAMENTO,present_both,0,0,0,no
dbo.RESPOSTA_PULSE_FEEDBACK_CONTINUO,dbo__RESPOSTA_PULSE_FEEDBACK_CONTINUO,present_both,49,0,0,yes
dbo.REUNIAO,dbo__REUNIAO,present_both,460,0,0,yes
dbo.REUNIAO_PAUSE,dbo__REUNIAO_PAUSE,present_both,31,0,0,yes
dbo.RISCO,dbo__RISCO,present_both,100,0,0,yes
dbo.RangeDiscretionary,dbo__RangeDiscretionary,present_both,2,0,10,no
dbo.ReactionEvaluation,dbo__ReactionEvaluation,present_both,45,0,0,yes
dbo.Readiness,dbo__Readiness,present_both,54,1,0,no
dbo.RelUpperGoal,dbo__RelUpperGoal,present_both,4330,29,345,no
dbo.Response,dbo__Response,present_both,99,0,0,yes
dbo.SECAO,dbo__SECAO,present_both,0,0,0,no
dbo.SQL_TRACE,dbo__SQL_TRACE,present_both,5390,3082,4306,no
dbo.SYSTEM_CONFIG,dbo__SYSTEM_CONFIG,present_both,1,1,1,no
dbo.ScoreCurveImpactSuccession,dbo__ScoreCurveImpactSuccession,present_both,47,0,0,yes
dbo.ScoreCurveRiskSuccession,dbo__ScoreCurveRiskSuccession,present_both,51,0,0,yes
dbo.ScoreCurveSuccession,dbo__ScoreCurveSuccession,present_both,65,0,0,yes
dbo.ScoreValuesRV,dbo__ScoreValuesRV,present_both,253,4090,9876,no
dbo.ServerCachePreferencesManagementCycle,dbo__ServerCachePreferencesManagementCycle,present_both,14,9,9,no
dbo.SidebarItem,dbo__SidebarItem,present_both,85,85,85,no
dbo.SidebarItemFavorite,dbo__SidebarItemFavorite,present_both,26,74,135,no
dbo.SimulationRVCache,dbo__SimulationRVCache,present_both,2,0,1,no
dbo.SkillCategory,dbo__SkillCategory,present_both,5,4,4,no
dbo.SkillKnowledge,dbo__SkillKnowledge,present_both,2,2,2,no
dbo.Sport,dbo__Sport,present_both,11,370,159,no
dbo.Stakeholder,dbo__Stakeholder,present_both,14,0,0,yes
dbo.StakeholdersCommittees,dbo__StakeholdersCommittees,present_both,7,0,0,yes
dbo.StakeholdersProject,dbo__StakeholdersProject,present_both,5,0,0,yes
dbo.StrategyAction,dbo__StrategyAction,present_both,8,0,0,yes
dbo.StrategyAnalysis,dbo__StrategyAnalysis,present_both,15,0,0,yes
dbo.StrategyAnalysisAttachment,dbo__StrategyAnalysisAttachment,present_both,1,0,0,yes
dbo.StrategyCycle,dbo__StrategyCycle,present_both,7,0,0,yes
dbo.StrategyGoal,dbo__StrategyGoal,present_both,19,0,0,yes
dbo.StrategyGoalMetric,dbo__StrategyGoalMetric,present_both,7,0,0,yes
dbo.StrategyGoalMetricValue,dbo__StrategyGoalMetricValue,present_both,6,0,0,yes
dbo.StrategyGoalProject,dbo__StrategyGoalProject,present_both,12,0,0,yes
dbo.StrategyGoalProjectValue,dbo__StrategyGoalProjectValue,present_both,305,0,0,yes
dbo.SuccessionCycle,dbo__SuccessionCycle,present_both,26,1,0,no
dbo.SuccessionCycleSettings,dbo__SuccessionCycleSettings,present_both,26,1,0,no
dbo.SuccessionJobPositionReadiness,dbo__SuccessionJobPositionReadiness,present_both,32,0,0,yes
dbo.SuccessionNomination,dbo__SuccessionNomination,present_both,68,0,0,yes
dbo.SuccessionResults,dbo__SuccessionResults,present_both,42,1,0,no
dbo.SuccessionScoresDetails,dbo__SuccessionScoresDetails,present_both,16,2,0,no
dbo.SwotAnalysis,dbo__SwotAnalysis,present_both,3,0,0,yes
dbo.SystemKnowledge,dbo__SystemKnowledge,present_both,10,19,9,no
dbo.TAG_FEEDBACK,dbo__TAG_FEEDBACK,present_both,67,466,2,no
dbo.TAG_FEEDBACK_CONTINUO,dbo__TAG_FEEDBACK_CONTINUO,present_both,25,20,20,no
dbo.TEMPLATE_USUARIO,dbo__TEMPLATE_USUARIO,present_both,0,0,0,no
dbo.TERMO_ACEITE,dbo__TERMO_ACEITE,present_both,17,3,3,no
dbo.TERMO_ACEITE_ASSINATURA,dbo__TERMO_ACEITE_ASSINATURA,present_both,1011,977,2727,no
dbo.TERMO_ACEITE_SECAO,dbo__TERMO_ACEITE_SECAO,present_both,36,9,5,no
dbo.TERMO_CONSENTIMENTO,dbo__TERMO_CONSENTIMENTO,present_both,0,0,0,no
dbo.TIMELINE_FEEDBACK_CONTINUO,dbo__TIMELINE_FEEDBACK_CONTINUO,present_both,313,609,27,no
dbo.TIPO_FEEDBACK_CONTINUO,dbo__TIPO_FEEDBACK_CONTINUO,present_both,19,7,8,no
dbo.TOPICO_REUNIAO,dbo__TOPICO_REUNIAO,present_both,1040,0,0,yes
dbo.TaskLog,dbo__TaskLog,present_both,224,148,106,no
dbo.TemporaryBulkInsert,dbo__TemporaryBulkInsert,present_both,0,0,0,no
dbo.Theme,dbo__Theme,present_both,33,0,2,no
dbo.ThemeHistory,dbo__ThemeHistory,present_both,96,0,25,no
dbo.ThemeShare,dbo__ThemeShare,present_both,2252,0,1206,no
dbo.TipoAcumulacao,dbo__TipoAcumulacao,present_both,2,2,2,no
dbo.Training,dbo__Training,present_both,53,0,0,yes
dbo.TrainingAttachment,dbo__TrainingAttachment,present_both,19,0,0,yes
dbo.TrainingClass,dbo__TrainingClass,present_both,45,0,0,yes
dbo.TrainingClassDemands,dbo__TrainingClassDemands,present_both,35,0,0,yes
dbo.TrainingClassParticipants,dbo__TrainingClassParticipants,present_both,213,0,0,yes
dbo.TrainingClassParticipantsConfirmed,dbo__TrainingClassParticipantsConfirmed,present_both,104,0,0,yes
dbo.TrainingClassTimeDaily,dbo__TrainingClassTimeDaily,present_both,0,0,0,no
dbo.TrainingClassTimeWeekly,dbo__TrainingClassTimeWeekly,present_both,2,0,0,yes
dbo.TrainingDraft,dbo__TrainingDraft,present_both,1,0,0,yes
dbo.TrainingPackage,dbo__TrainingPackage,present_both,3,0,0,yes
dbo.TrainingPackagesTrainings,dbo__TrainingPackagesTrainings,present_both,5,0,0,yes
dbo.TranslateTagCulture,dbo__TranslateTagCulture,present_both,2,1,3,no
dbo.TranslateTagHandle,dbo__TranslateTagHandle,present_both,35,49,54,no
dbo.Trigger,dbo__Trigger,present_both,9,114,2,no
dbo.TriggerArea,dbo__TriggerArea,present_both,450,1526,439,no
dbo.TriggerCurve,dbo__TriggerCurve,present_both,9,114,2,no
dbo.TriggerCurveItem,dbo__TriggerCurveItem,present_both,24,340,2,no
dbo.UNIDADE_MEDIDA,dbo__UNIDADE_MEDIDA,present_both,22,10,25,no
dbo.VALOR_META,dbo__VALOR_META,present_both,13314,38293,50000,no
dbo.VALOR_META_BOOK,dbo__VALOR_META_BOOK,present_both,168,0,0,yes
dbo.VALOR_SECAO,dbo__VALOR_SECAO,present_both,0,0,0,no
dbo.VERSAO,dbo__VERSAO,present_both,5,5,5,no
dbo.VOTACAO_CAUSA,dbo__VOTACAO_CAUSA,present_both,18,0,0,yes
dbo.VW_AREA_QUEUE,dbo__VW_AREA_QUEUE,missing_table_in_staging,0,0,0,no
dbo.VW_AUDIT_AREA_QUEUE,dbo__VW_AUDIT_AREA_QUEUE,missing_table_in_staging,0,0,0,no
dbo.VW_AUDIT_COLABORADOR_QUEUE,dbo__VW_AUDIT_COLABORADOR_QUEUE,missing_table_in_staging,0,0,0,no
dbo.VW_COLABORADOR_INATIVADO_QUEUE,dbo__VW_COLABORADOR_INATIVADO_QUEUE,missing_table_in_staging,0,0,0,no
dbo.VW_COLABORADOR_QUEUE,dbo__VW_COLABORADOR_QUEUE,missing_table_in_staging,0,0,0,no
dbo.VW_GOAL_RESPONSIBLE,dbo__VW_GOAL_RESPONSIBLE,missing_table_in_staging,0,0,0,no
dbo.VW_GOAL_WEIGHT,dbo__VW_GOAL_WEIGHT,missing_table_in_staging,0,0,0,no
dbo.VW_KPI,dbo__VW_KPI,missing_table_in_staging,0,0,0,no
dbo.VW_MANAGEMENT_CYCLE,dbo__VW_MANAGEMENT_CYCLE,missing_table_in_staging,0,0,0,no
dbo.ValorMatriz,dbo__ValorMatriz,present_both,5894028,0,0,yes
dbo.Visao,dbo__Visao,present_both,8,0,0,yes
dbo.VolunteerExperience,dbo__VolunteerExperience,present_both,13,21,3,no
dbo.VolunteerFunction,dbo__VolunteerFunction,present_both,10,10,2,no
dbo.WelcomeSupportEmployee,dbo__WelcomeSupportEmployee,present_both,5,0,0,yes
dbo.XAxisClassification,dbo__XAxisClassification,present_both,62,3,0,no
dbo.YAxisClassification,dbo__YAxisClassification,present_both,56,3,0,no
dbo.YearPersonalGoal,dbo__YearPersonalGoal,present_both,3,203,77,no
dbo.__MigrationHistory,dbo____MigrationHistory,present_both,1170,1219,1220,no
dbo.dual,dbo__dual,present_both,1,1,1,no
dbo.vw_goal,dbo__vw_goal,missing_table_in_staging,0,0,0,no
import.ImportItem,import__ImportItem,present_both,0,0,0,no
notification.MailSettings,notification__MailSettings,present_both,1,1,1,no
okr.EmployeeKeyResult,okr__EmployeeKeyResult,present_both,163,0,0,yes
okr.KeyResult,okr__KeyResult,present_both,138,0,0,yes
okr.KeyResultProgress,okr__KeyResultProgress,present_both,138,0,0,yes
okr.KeyResultValue,okr__KeyResultValue,present_both,415,0,0,yes
okr.Objective,okr__Objective,present_both,69,0,0,yes
okr.ObjectiveProgress,okr__ObjectiveProgress,present_both,138,0,0,yes
okr.ObjectiveTree,okr__ObjectiveTree,present_both,29,0,0,yes
okr.ToDoKR,okr__ToDoKR,present_both,20,0,0,yes
stg.ConsolidatedScoreView,stg__ConsolidatedScoreView,present_both,60,0,0,yes
stg.GoalReportView,stg__GoalReportView,present_both,0,0,0,no
stg.GoalView,stg__GoalView,present_both,13,0,0,yes
stg.VCExtract,stg__VCExtract,present_both,0,2144,0,no
stg.vcExtractLastLastUpdate,stg__vcExtractLastLastUpdate,present_both,0,1,0,no
